"scenario id","scen name","pub name","first side result","second side name","second side result","url link"
SP153,"The Wrong Side of Victory","Schwerpunkt 13",British,13,Japanese,15,https://vasl-templates.org/services/roar/3036
SP154,"On the Road to Hell","Schwerpunkt 13",German,56,American/British,49,https://vasl-templates.org/services/roar/3037
SP155,"Casualties Cooks and Corpsmen","Schwerpunkt 13",American,9,Japanese,7,https://vasl-templates.org/services/roar/3038
SP156,"A Siege of their Own","Schwerpunkt 13",Russian,8,German,13,https://vasl-templates.org/services/roar/3039
SP157,"Edge of Extinction","Schwerpunkt 14",American,17,German,8,https://vasl-templates.org/services/roar/3357
SP158,"The Fond Dagot Drag-Out","Schwerpunkt 14",German,7,French,8,https://vasl-templates.org/services/roar/3358
SP159,"The Lisjanka Epitaph","Schwerpunkt 14",Russian,20,German,21,https://vasl-templates.org/services/roar/3359
SP160,"The Lost Band of Edmontons","Schwerpunkt 14",German,8,Canadian,5,https://vasl-templates.org/services/roar/3360
SP161,"Federov's Incursion","Schwerpunkt 14",German,8,Russian,15,https://vasl-templates.org/services/roar/3361
SP162,"The Buddha's Belly","Schwerpunkt 14",British,5,Japanese,7,https://vasl-templates.org/services/roar/3362
SP163,"First to Fastov","Schwerpunkt 14",German,15,Russian,20,https://vasl-templates.org/services/roar/3363
SP164,"Tanks But No Tanks","Schwerpunkt 14",Russian,28,Polish,43,https://vasl-templates.org/services/roar/3364
SP165,"A Promise Fulfilled","Schwerpunkt 14",Japanese,13,American,5,https://vasl-templates.org/services/roar/3365
SP166,"Blue Jacket Attack","Schwerpunkt 14",American,1,Japanese,8,https://vasl-templates.org/services/roar/3366
SP167,"Trigger Happy Joes","Schwerpunkt 14",American,9,German,2,https://vasl-templates.org/services/roar/3367
SP168,"Muhlenkamp's Miracle","Schwerpunkt 14",Russian,10,German,7,https://vasl-templates.org/services/roar/3368
SP169,"The Winnekendonk Cakewalk","Schwerpunkt 15",German,7,British,1,https://vasl-templates.org/services/roar/3659
SP170,"Halfhearted Hiwis","Schwerpunkt 15",German,29,Canadian,18,https://vasl-templates.org/services/roar/3660
SP171,"Audacity of Innocence","Schwerpunkt 15",German,7,American,0,https://vasl-templates.org/services/roar/3661
SP172,"Carstens' Lament","Schwerpunkt 15",German,3,British,4,https://vasl-templates.org/services/roar/3662
SP173,"Der letzte Geburtstag","Schwerpunkt 15",Russian,12,German,23,https://vasl-templates.org/services/roar/3663
SP174,"Krupki Station","Schwerpunkt 15",German,31,Russian,23,https://vasl-templates.org/services/roar/3664
SP175,"Tisza Tease","Schwerpunkt 15",German,9,Russian,10,https://vasl-templates.org/services/roar/3665
SP176,"Smiling Albert","Schwerpunkt 15",American,18,German,17,https://vasl-templates.org/services/roar/3666
SP177,"Tic Tac Toe","Schwerpunkt 15",American,21,Japanese,29,https://vasl-templates.org/services/roar/3667
SP178,"Chiang's Finest","Schwerpunkt 15",British/Chinese,23,Japanese,17,https://vasl-templates.org/services/roar/3668
SP179,"Brittany Speared","Schwerpunkt 15",German,20,American,12,https://vasl-templates.org/services/roar/3669
SP180,"Encircle This!","Schwerpunkt 15",Russian,42,German,33,https://vasl-templates.org/services/roar/3670
SP181,"The Elefant of Surprise","Schwerpunkt 16",German,29,Russian,35,https://vasl-templates.org/services/roar/4022
SP182,"Vlasov's Fist","Schwerpunkt 16",German,12,Russian,9,https://vasl-templates.org/services/roar/4023
SP183,"The Last Full Measure","Schwerpunkt 16",Japanese,9,American,8,https://vasl-templates.org/services/roar/4024
SP184,"Cornered Beasts","Schwerpunkt 16",Russian,6,German,10,https://vasl-templates.org/services/roar/4025
SP185,"Von Renesse's Recon","Schwerpunkt 16",Russian,6,German,2,https://vasl-templates.org/services/roar/4026
SP186,"Beaufort's Feast","Schwerpunkt 16",German,18,French,23,https://vasl-templates.org/services/roar/4027
SP187,"Stairway to Heaven","Schwerpunkt 16","Spain (Republican)",6,"Spain (Nationalist)",7,https://vasl-templates.org/services/roar/4028
SP188,"On the Road Again","Schwerpunkt 16",American,6,Japanese,16,https://vasl-templates.org/services/roar/4029
SP189,"Hell's Last Issue","Schwerpunkt 16",German,4,Canadian,2,https://vasl-templates.org/services/roar/4046
SP190,"Bottcher's Corner","Schwerpunkt 16",Japanese,9,American,11,https://vasl-templates.org/services/roar/4047
SP191,"Tatra Salad","Schwerpunkt 16",French/Slovak,4,German,8,https://vasl-templates.org/services/roar/4031
SP192,"Rock the Csaba","Schwerpunkt 16",Hungarian,22,Russian,14,https://vasl-templates.org/services/roar/4030
SP193,"Kamikaze Gorge","Schwerpunkt 17",Japanese,6,American,11,https://vasl-templates.org/services/roar/4314
SP194,"Requiem for a Dreadnaught","Schwerpunkt 17",German,21,Russian,22,https://vasl-templates.org/services/roar/4315
SP195,"Retreat from Hannut","Schwerpunkt 17",German,8,French,10,https://vasl-templates.org/services/roar/4316
SP196,"Hussars and Hounds","Schwerpunkt 17",British,9,German,26,https://vasl-templates.org/services/roar/4317
SP197,"The Clinch","Schwerpunkt 17",German,5,Russian,1,https://vasl-templates.org/services/roar/4318
SP198,"Fish in a Barrel","Schwerpunkt 17",German,13,Russian,25,https://vasl-templates.org/services/roar/4319
SP199,Para-trap,"Schwerpunkt 17",Japanese,6,American,14,https://vasl-templates.org/services/roar/4320
SP200,"Three Card Monty","Schwerpunkt 17",British,5,German,10,https://vasl-templates.org/services/roar/4321
SP201,Doppleganger,"Schwerpunkt 17",Ukrainian,3,German,3,https://vasl-templates.org/services/roar/4323
SP202,"Fiery Finale","Schwerpunkt 17",Russian,36,German,32,https://vasl-templates.org/services/roar/4322
SP203,"Chaos Crossing","Schwerpunkt 17",Russian,10,German,6,https://vasl-templates.org/services/roar/4324
SP204,"Yankee Pride","Schwerpunkt 17",American,42,German,44,https://vasl-templates.org/services/roar/4327
SP205,"Mius Miscchief","Schwerpunkt 18",German,25,Russian,13,https://vasl-templates.org/services/roar/4488
SP206,"The Fraternal Grave","Schwerpunkt 18",Russian,5,German,6,https://vasl-templates.org/services/roar/4489
SP207,"Resiste et Mords","Schwerpunkt 18",Belgian,13,German,4,https://vasl-templates.org/services/roar/4490
SP208,Portomaggiore,"Schwerpunkt 18",British,9,German,12,https://vasl-templates.org/services/roar/4491
SP209,"Farmer's Market","Schwerpunkt 18",German,4,American,6,https://vasl-templates.org/services/roar/4492
SP210,"Tea at Three","Schwerpunkt 18",American/British,6,German,10,https://vasl-templates.org/services/roar/4493
SP211,"The Apiary","Schwerpunkt 18",German,0,Russian,1,https://vasl-templates.org/services/roar/4495
SP212,"Merchant of Venice","Schwerpunkt 18",Japanese,4,Chinese,6,https://vasl-templates.org/services/roar/4496
SP213,"The Mighty Have Fallen","Schwerpunkt 18",Japanese,17,American,10,https://vasl-templates.org/services/roar/4497
SP214,"Makela's End","Schwerpunkt 18","Spain (Nationalist)",10,"Spain (Republican)",15,https://vasl-templates.org/services/roar/4498
SP215,"Encircle That!","Schwerpunkt 18",Hungarian,6,Russian,3,https://vasl-templates.org/services/roar/4499
SP216,"Toothless Tiger","Schwerpunkt 18",Russian,12,German,8,https://vasl-templates.org/services/roar/4500
SP217,"The Go Devils","Schwerpunkt 19",German,11,American,19,https://vasl-templates.org/services/roar/4681
SP218,"Városliget Park","Schwerpunkt 19",Romanian,12,Hungarian,9,https://vasl-templates.org/services/roar/4682
SP219,"Play Havoc","Schwerpunkt 19",American,1,Japanese,5,https://vasl-templates.org/services/roar/4673
SP220,"Hoepner's Edict","Schwerpunkt 19",French,14,German,7,https://vasl-templates.org/services/roar/4674
SP221,"The Red Hammer","Schwerpunkt 19",Russian,1,German,11,https://vasl-templates.org/services/roar/4678
SP222,"Ivan and the Three Bears","Schwerpunkt 19",Russian,0,German,6,https://vasl-templates.org/services/roar/4677
SP223,"Road Warriors","Schwerpunkt 19",Russian,13,German,20,https://vasl-templates.org/services/roar/4679
SP224,"The Crown of Thorn","Schwerpunkt 19",American,10,German,13,https://vasl-templates.org/services/roar/4680
SP225,"Sunflowers Along the Kodyma","Schwerpunkt 19",German,1,Russian,3,https://vasl-templates.org/services/roar/4672
SP226,"Grave Decision","Schwerpunkt 19",German,13,Russian,5,https://vasl-templates.org/services/roar/4671
SP227,"Party Boys","Schwerpunkt 19",German,8,Canadian,4,https://vasl-templates.org/services/roar/4676
SP228,"Booster Shot","Schwerpunkt 19",Slovak,7,German,15,https://vasl-templates.org/services/roar/4675
SP229,"The Devil's Congregation","Schwerpunkt 20",Russian,7,German,19,https://vasl-templates.org/services/roar/4934
SP230,"The Rimling CIrcus","Schwerpunkt 20",German,6,American,10,https://vasl-templates.org/services/roar/4932
SP231,"Galician Persuasion","Schwerpunkt 20",Russian,19,Hungarian,21,https://vasl-templates.org/services/roar/4931
SP232,"The Krutoy Log Roll","Schwerpunkt 20",Russian,2,German,2,https://vasl-templates.org/services/roar/4930
SP233,"Easy Come Easy Go","Schwerpunkt 20",Allied,8,German,2,https://vasl-templates.org/services/roar/4929
SP234,"Teltow Two-Step","Schwerpunkt 20",German,7,Russian,6,https://vasl-templates.org/services/roar/4928
SP235,"Blue Ridger Blues","Schwerpunkt 20",German,14,American,8,https://vasl-templates.org/services/roar/4925
SP236,"Hammer Time","Schwerpunkt 20",Belgian,23,German,31,https://vasl-templates.org/services/roar/4924
SP237,"Shanghai Scuffle","Schwerpunkt 20",Chinese,3,Japanese,1,https://vasl-templates.org/services/roar/4923
SP238,"Inherent Systemic Violence","Schwerpunkt 20",Russian,20,German,13,https://vasl-templates.org/services/roar/4922
SP239,"Nankai Shitai","Schwerpunkt 20",Australian,1,Japanese,7,https://vasl-templates.org/services/roar/4921
SP240,"Quiet Desperation","Schwerpunkt 20",British,6,German,11,https://vasl-templates.org/services/roar/4920
SP241,"Esebeck's Pursuit","Schwerpunkt 21",French,8,German,14,https://vasl-templates.org/services/roar/5115
SP242,"Ciao Gurkha Ciao!","Schwerpunkt 21",Gurkha,8,Italian,15,https://vasl-templates.org/services/roar/5116
SP243,"Konrad Three","Schwerpunkt 21",Russian,9,German,8,https://vasl-templates.org/services/roar/5117
SP244,"Hohenstaufen Hoedown","Schwerpunkt 21",Russian,1,German,6,https://vasl-templates.org/services/roar/5118
SP245,"Matira's Secret","Schwerpunkt 21",German,12,American,7,https://vasl-templates.org/services/roar/5119
SP246,"Triggerline Zoebel","Schwerpunkt 21",German,2,Russian,2,https://vasl-templates.org/services/roar/5120
SP247,"The Golden Arrow","Schwerpunkt 21",American,20,German,24,https://vasl-templates.org/services/roar/5121
SP248,"Mango Tango","Schwerpunkt 21",Japanese,10,American,2,https://vasl-templates.org/services/roar/5122
SP249,"Non-Stop Gurkhas","Schwerpunkt 21",Gurkha,8,Japanese,8,https://vasl-templates.org/services/roar/5123
SP250,"Dare-Death and the Iron Division","Schwerpunkt 21",Japanese,6,Chinese,3,https://vasl-templates.org/services/roar/5124
SP251,"Kettenkrad Blitz","Schwerpunkt 21",German,0,Russian,1,https://vasl-templates.org/services/roar/5125
SP252,"Infamous Isthmus","Schwerpunkt 21",Russian,5,German,0,https://vasl-templates.org/services/roar/5126
SP253,"De Zwarte Duivels","Schwerpunkt 22",Dutch,8,German,10,https://vasl-templates.org/services/roar/5366
SP254,"Propitious Arrival","Schwerpunkt 22",French,8,German,11,https://vasl-templates.org/services/roar/5367
SP255,"Anatoly's Ambush","Schwerpunkt 22",German,22,Russian,19,https://vasl-templates.org/services/roar/5361
SP256,"De Veer's Counterattack","Schwerpunkt 22",Japanese,2,Dutch,5,https://vasl-templates.org/services/roar/5362
SP257,"Jerry by the Bushel","Schwerpunkt 22",British,0,German,4,https://vasl-templates.org/services/roar/5359
SP258,"Operation Blackwater","Schwerpunkt 22",German,9,British,13,https://vasl-templates.org/services/roar/5360
SP259,"Corridor to Extinction","Schwerpunkt 22",Russian,25,German,23,https://vasl-templates.org/services/roar/5357
SP260,"Frosty the Snowman","Schwerpunkt 22",Russian,1,Finnish,4,https://vasl-templates.org/services/roar/5358
SP261,"Gunning for Gas","Schwerpunkt 22",German,10,Russian,4,https://vasl-templates.org/services/roar/5363
SP262,"Urdom Done","Schwerpunkt 22",German,0,Russian,4,https://vasl-templates.org/services/roar/5365
SP263,"Snova Snare","Schwerpunkt 22",Russian,19,German,11,https://vasl-templates.org/services/roar/5369
SP264,"Meet the Old Boss","Schwerpunkt 22",German,5,Russian,11,https://vasl-templates.org/services/roar/5368
SP265,"Defending Jandrain","Schwerpunkt 23",French,18,German,6,https://vasl-templates.org/services/roar/5574
SP266,"The Hohenstaufen Hootenanny","Schwerpunkt 23",German,6,Russian,9,https://vasl-templates.org/services/roar/5575
SP267,"Death's Head Debut","Schwerpunkt 23",Russian,6,German,9,https://vasl-templates.org/services/roar/5576
SP268,"The Tjiater Pass","Schwerpunkt 23",Dutch,8,Japanese,4,https://vasl-templates.org/services/roar/5577
SP269,"Retaking Kharkov","Schwerpunkt 23",Russian,5,German,12,https://vasl-templates.org/services/roar/5578
SP270,"A Small Stack and a Schnapps","Schwerpunkt 23",German,6,Russian,10,https://vasl-templates.org/services/roar/5579
SP271,"Zwarts' Madhouse","Schwerpunkt 23",Dutch,2,German,1,https://vasl-templates.org/services/roar/5580
SP272,"Statue Of Liberty Attacks","Schwerpunkt 23",Japanese,10,American,4,https://vasl-templates.org/services/roar/5581
SP273,"Roasting Rossner","Schwerpunkt 23",Russian,10,German,2,https://vasl-templates.org/services/roar/5582
SP274,"Balloons, Cakes and Ponies","Schwerpunkt 23",Russian,4,German,9,https://vasl-templates.org/services/roar/5583
SP275,"The Battle of Mali Spadarit","Schwerpunkt 23",Italian,5,Greek,10,https://vasl-templates.org/services/roar/5584
SP276,"Triumphant Return","Schwerpunkt 23",Japanese,1,American,5,https://vasl-templates.org/services/roar/5585
StB1,"Honey Trap","Scotland the Brave",German,4,British,0,https://vasl-templates.org/services/roar/1316
StB2,"Cameronian Crossing","Scotland the Brave",German,10,British,4,https://vasl-templates.org/services/roar/1317
StB3,"Seaforth Objective","Scotland the Brave",German,4,British,7,https://vasl-templates.org/services/roar/1318
StB4,"Looking for Trouble","Scotland the Brave",British,3,German,3,https://vasl-templates.org/services/roar/1319
StB5,"Hohenstaufen Left","Scotland the Brave",German,5,British,1,https://vasl-templates.org/services/roar/1320
StB6,"Frundsberg Right","Scotland the Brave",German,7,British,3,https://vasl-templates.org/services/roar/1321
StB7,"The Flank of the Black","Scotland the Brave",British,2,German,1,https://vasl-templates.org/services/roar/1322
StB8,"The Lost Platoon","Scotland the Brave",British,3,German,6,https://vasl-templates.org/services/roar/1323
StB9,"Orders for the Major","Scotland the Brave",British,2,German,2,https://vasl-templates.org/services/roar/1324
"StB CGI-1","The Crossing Sweepers","Scotland the Brave",German,5,British,5,https://vasl-templates.org/services/roar/1325
StB11,"Pip Roberts' Run","Scotland the Brave II",German,2,British,1,https://vasl-templates.org/services/roar/1503
StB12,"Justify the Losses","Scotland the Brave II",British,1,German,1,https://vasl-templates.org/services/roar/1504
StB13,"Siegel's Stand 1","Scotland the Brave II",German,1,British,1,https://vasl-templates.org/services/roar/1505
StB14,"Siegel's Stand 2","Scotland the Brave II",German,2,British,1,https://vasl-templates.org/services/roar/1506
StB15,"Position Be Buggered","Scotland the Brave II",German,0,British,1,https://vasl-templates.org/services/roar/1507
StB16,"Shout for Piats","Scotland the Brave II",British,1,German,1,https://vasl-templates.org/services/roar/1508
StB17,Grainville-Sur-Odon,"Scotland the Brave II",British,1,German,2,https://vasl-templates.org/services/roar/1509
StB18,"We Blessed Them","Scotland the Brave II",British,0,German,2,https://vasl-templates.org/services/roar/1510
StB19,"Destruction of A Squadron","Scotland the Brave II",German,0,British,0,https://vasl-templates.org/services/roar/1511
StB20,"DF 109","Scotland the Brave II",German,0,British,0,https://vasl-templates.org/services/roar/1512
"StB CG-2","Forged in Fire","Scotland the Brave II",German,0,British,0,https://vasl-templates.org/services/roar/1513
"StB CG-3","The Lion Rampant","Scotland the Brave II",German,1,British,2,https://vasl-templates.org/services/roar/1514
CHN04,"Just Another Bridge","Scroungin' ASL News",German,1,Russian,1,https://vasl-templates.org/services/roar/5263
CHN23,"Plans Gone Astray","Scroungin' ASL News",British,0,German,0,https://vasl-templates.org/services/roar/5266
CHN24,"Close To The Edge","Scroungin' ASL News",Russian,0,German,0,https://vasl-templates.org/services/roar/5262
CHN28,"Freedom Fighters","Scroungin' ASL News",German,0,"Free French",0,https://vasl-templates.org/services/roar/5265
CHN31,"State Farm 41","Scroungin' ASL News",Russian,0,German,0,https://vasl-templates.org/services/roar/5264
CHN32,"Death And Ruins","Scroungin' ASL News",American,0,German,0,https://vasl-templates.org/services/roar/5269
CHN35,"Not To Lose Face","Scroungin' ASL News",Japanese,0,Allied,0,https://vasl-templates.org/services/roar/5268
CHN37,"A Bush Across The Street","Scroungin' ASL News",Russian,0,German,0,https://vasl-templates.org/services/roar/5267
CHN38,"Sauve Qui Peut","Scroungin' ASL News",German,0,American,0,https://vasl-templates.org/services/roar/5270
CHN39,"Time To Burn","Scroungin' ASL News",German,0,British,0,https://vasl-templates.org/services/roar/5271
CHN40,"Rolling Thunder","Scroungin' ASL News",German,0,French,0,https://vasl-templates.org/services/roar/5272
"CHN KGP CG IV","Above The Prayers","Scroungin' ASL News",German,0,American,0,https://vasl-templates.org/services/roar/5261
Shin1,"Factory Farming","Shingle's List - Anzio Pack",British,1,German,3,https://vasl-templates.org/services/roar/2541
Shin2,"Forming the Thumb","Shingle's List - Anzio Pack",German,0,British,1,https://vasl-templates.org/services/roar/2542
Shin3,"Tally Ho!","Shingle's List - Anzio Pack",German,1,British,1,https://vasl-templates.org/services/roar/2543
Shin4,"A Productive Day at the Office","Shingle's List - Anzio Pack",German,0,American,0,https://vasl-templates.org/services/roar/2544
Shin5,"Sparks Fly","Shingle's List - Anzio Pack",German,0,American,0,https://vasl-templates.org/services/roar/2545
Shin6,"&quot;Here Come the Bastards&quot;","Shingle's List - Anzio Pack",German,3,American,2,https://vasl-templates.org/services/roar/2546
Shin7,"&quot;Everything We've Got&quot;","Shingle's List - Anzio Pack",American,0,German,2,https://vasl-templates.org/services/roar/2547
Shin8,"Get Ready","Shingle's List - Anzio Pack",German,1,American,2,https://vasl-templates.org/services/roar/2548
BMW8,"Back in the Saddle","Single Man Publishing",Japanese,0,Gurkha,0,https://vasl-templates.org/services/roar/4423
BMW9,Nachtjagd,"Single Man Publishing",Russian,1,German,1,https://vasl-templates.org/services/roar/4424
BMW10,"Betrayed at Buchenau","Single Man Publishing",German,2,Russian,0,https://vasl-templates.org/services/roar/4890
"BMW 0","Hogan's Heroes","Single Man Publishing",Hochstetter,0,Hogan,1,https://vasl-templates.org/services/roar/1878
"BMW 1","Rolling on the River","Single Man Publishing",Japanese,1,Russian,1,https://vasl-templates.org/services/roar/1871
"BMW 2","The Fool and the Hero","Single Man Publishing",Japanese,0,Russian,0,https://vasl-templates.org/services/roar/1872
"BMW 3","Fire on Top Bastion","Single Man Publishing",Japanese,3,Gurkha,3,https://vasl-templates.org/services/roar/1873
"BMW 4","Crosstown Traffic","Single Man Publishing",German,0,Russian,0,https://vasl-templates.org/services/roar/1874
"BMW 5","End of the Line","Single Man Publishing",Russian,0,German,0,https://vasl-templates.org/services/roar/1875
"BMW 6","Cracking Kharkov","Single Man Publishing",German,3,Russian,1,https://vasl-templates.org/services/roar/1876
"BMW 7","Pining for the Fjords","Single Man Publishing",German,2,Russian,0,https://vasl-templates.org/services/roar/1877
MW1,"Wake Up Call","Single Man Publishing",American,0,Japanese,0,https://vasl-templates.org/services/roar/4425
MW2,"Fighting in the Skavoli","Single Man Publishing",American,0,Japanese,0,https://vasl-templates.org/services/roar/4426
MW3,"Clearing Brooks Channel","Single Man Publishing",American,0,Japanese,0,https://vasl-templates.org/services/roar/4427
MW4,"Dawn's Early Light","Single Man Publishing",American,0,Japanese,0,https://vasl-templates.org/services/roar/4428
TR-CG,"Tatsinskaya Raid","Single Man Publishing",Russian,0,German,0,https://vasl-templates.org/services/roar/4429
SR1,"Commence at Dawn","Sir Roger Mercenario",German,0,Russian,0,https://vasl-templates.org/services/roar/4653
SRÑ1,Krassny-Bor,"Sir Roger Mercenario",Russian,0,Spanish,0,https://vasl-templates.org/services/roar/4650
SRÑ2,"Baptism of Fire","Sir Roger Mercenario",Spanish,0,Russian,1,https://vasl-templates.org/services/roar/4651
SRÑ3,"Dubrowka Barracks","Sir Roger Mercenario",Russian,0,Spanish,0,https://vasl-templates.org/services/roar/4652
SoN1,"Our Place in the Sun","Soldiers of the Negus",Ethiopian,3,Italian,5,https://vasl-templates.org/services/roar/836
SoN2,"Criniti's Escape","Soldiers of the Negus",Ethiopian,8,Italian,6,https://vasl-templates.org/services/roar/837
SoN3,"The Golden Mountain","Soldiers of the Negus",Italian,10,Ethiopian,19,https://vasl-templates.org/services/roar/838
SoN4,"The Bitwoded Gamble","Soldiers of the Negus",Ethiopian,4,Italian,2,https://vasl-templates.org/services/roar/839
SoN5,"Circle the Wagons!","Soldiers of the Negus",Italian,4,Ethiopian,0,https://vasl-templates.org/services/roar/840
SoN6,"Keber Zabania","Soldiers of the Negus",Ethiopian,3,Italian,5,https://vasl-templates.org/services/roar/841
SoN7,"The Wells of Borgut","Soldiers of the Negus",Italian,4,Ethiopian,4,https://vasl-templates.org/services/roar/842
SoN8,"Last Hope at New Flower","Soldiers of the Negus",Ethiopian,6,Italian,4,https://vasl-templates.org/services/roar/843
FE164,"The Battle of Fallujah","Son of Oblivion Pack",Iraqi,0,British,0,https://vasl-templates.org/services/roar/3518
FE165,"Hill 91","Son of Oblivion Pack",Hungarian,1,Russian,1,https://vasl-templates.org/services/roar/3519
FE166,"Classic Meeting Engagement","Son of Oblivion Pack",Russian,1,Romanian,0,https://vasl-templates.org/services/roar/3520
FE167,"Operation Opel","Son of Oblivion Pack",Partisan,0,Slovak,1,https://vasl-templates.org/services/roar/3521
FE168,"The First Battle of Uyrv","Son of Oblivion Pack",Russian,0,Hungarian,0,https://vasl-templates.org/services/roar/3522
FE169,"Helping Hand","Son of Oblivion Pack",German/Slovak,0,Partisan,1,https://vasl-templates.org/services/roar/3523
FE170,"Carnage in the Night","Son of Oblivion Pack",Slovak,0,Partisan,0,https://vasl-templates.org/services/roar/3524
FE171,"Signs of Victory","Son of Oblivion Pack",Russian,2,Hungarian,0,https://vasl-templates.org/services/roar/3525
FE172,"Lousy at Ludberg","Son of Oblivion Pack",Croatian,0,Partisan,0,https://vasl-templates.org/services/roar/3526
FE173,"Romanian Ritterkreuz","Son of Oblivion Pack",Russian,0,Romanian,0,https://vasl-templates.org/services/roar/3527
FE174,"School of Hard Knocks","Son of Oblivion Pack",Bulgarian,0,German,0,https://vasl-templates.org/services/roar/3530
FE175,"The Hohenruppersdorf Hop","Son of Oblivion Pack",German,0,Romanian,0,https://vasl-templates.org/services/roar/3531
SX1,"La drôle de guerre (The Funny War)","Southern Cross",German,11,French,4,https://vasl-templates.org/services/roar/1080
SX2,"The Amy H","Southern Cross",German,7,British,7,https://vasl-templates.org/services/roar/1081
SX3,"Raider Ridge","Southern Cross",American,0,Japanese,3,https://vasl-templates.org/services/roar/1082
SX4,"With Friends Like These","Southern Cross",American,5,Vichy,2,https://vasl-templates.org/services/roar/1083
SX5,"Where Iron Crosses Grow","Southern Cross",Russian,9,German,8,https://vasl-templates.org/services/roar/1084
SX8,"Scratch Force","Southern Cross",German,0,American,0,https://vasl-templates.org/services/roar/3261
SPF1,"Across the Volkhov","Spanish Fury",Spanish,2,Russian,3,https://vasl-templates.org/services/roar/3331
SPF2,"Revenge of the Ukranians","Spanish Fury",Russian,2,Spanish,0,https://vasl-templates.org/services/roar/3332
SPF3,"Into the Forest","Spanish Fury",Spanish,0,Russian,4,https://vasl-templates.org/services/roar/3333
SPF4,"South to Glory","Spanish Fury",Spanish,1,Russian,1,https://vasl-templates.org/services/roar/3334
SPF5,"Expanding the Bridgehead","Spanish Fury",Spanish,2,Russian,1,https://vasl-templates.org/services/roar/3335
SPF6,"Fire on the Volkhov","Spanish Fury",Russian,0,Spanish,0,https://vasl-templates.org/services/roar/3336
SPF7,"Liquidate the Bridgehead","Spanish Fury",Russian,0,Spanish,2,https://vasl-templates.org/services/roar/3337
SPF8,"Lifeblood of an Army","Spanish Fury",Spanish,0,Russian,0,https://vasl-templates.org/services/roar/3338
SF1,"Barche Beat Up","Special Forces 1",Italian,0,British,3,https://vasl-templates.org/services/roar/2881
SF2,"Coup d' Mayne","Special Forces 1",British,1,German,2,https://vasl-templates.org/services/roar/2882
SF3,"Victorious or Dead","Special Forces 1",British,0,German,1,https://vasl-templates.org/services/roar/2883
SF4,"Watson's Wood","Special Forces 1",British/Partisan,0,German,0,https://vasl-templates.org/services/roar/2884
SF5,"Bushwacking the Ambush","Special Forces 1",British,2,German,3,https://vasl-templates.org/services/roar/2885
SF6,"The Three Companies","Special Forces 1",German,3,Allied,3,https://vasl-templates.org/services/roar/2886
SF7,"Deadly Appetici","Special Forces 2",German,0,British/Italian,0,https://vasl-templates.org/services/roar/4205
SF8,"The Guns of Corfu","Special Forces 2",German,0,British,0,https://vasl-templates.org/services/roar/4203
SF9,"Now It’s German!","Special Forces 2",German,0,British,0,https://vasl-templates.org/services/roar/4204
SF10,"False Flag","Special Forces 2",German,0,Greek,0,https://vasl-templates.org/services/roar/4206
SF11,"Clash in the Night","Special Forces 2",British,1,German,0,https://vasl-templates.org/services/roar/4207
SF12,"Operation Polar Bear","Special Forces 2",Italian,1,German,1,https://vasl-templates.org/services/roar/4208
O1,"Go Big or Go Home","Special Ops--the wargaming journal",French,42,German,25,https://vasl-templates.org/services/roar/4251
O2,"Breaking the Ishun Line","Special Ops--the wargaming journal",Russian,6,German,5,https://vasl-templates.org/services/roar/4252
O3,"A Frosty Morning","Special Ops--the wargaming journal",British,19,German/Italian,18,https://vasl-templates.org/services/roar/4378
O4,"Ain't Running Away","Special Ops--the wargaming journal",American,9,German,9,https://vasl-templates.org/services/roar/4379
O5,"The Tsar's Infernal Machines","Special Ops--the wargaming journal",German,4,Russian,7,https://vasl-templates.org/services/roar/4484
O6,"Third Time's the Charm","Special Ops--the wargaming journal",Russian,4,German,6,https://vasl-templates.org/services/roar/4485
O7,"Broken Wings","Special Ops--the wargaming journal",Russian,4,German,10,https://vasl-templates.org/services/roar/4648
O8,"Crucifix Hill","Special Ops--the wargaming journal",American,2,German,3,https://vasl-templates.org/services/roar/4649
O9,"Behind in the Count","Special Ops--the wargaming journal",German,14,American,27,https://vasl-templates.org/services/roar/4968
O10,"City on the Edge","Special Ops--the wargaming journal",German,14,American,19,https://vasl-templates.org/services/roar/4969
O11,"Short Lived Offensive","Special Ops--the wargaming journal",Slovak,4,Hungarian,2,https://vasl-templates.org/services/roar/5139
O12,"Loss of Hope","Special Ops--the wargaming journal",Japanese,0,American,2,https://vasl-templates.org/services/roar/5258
O13,"Road to ROme","Special Ops--the wargaming journal",Italian,4,German,1,https://vasl-templates.org/services/roar/5491
O14,"Viking Horde","Special Ops--the wargaming journal",German,2,American,3,https://vasl-templates.org/services/roar/5492
O15,"Highland Frank","Special Ops--the wargaming journal",British,1,German,0,https://vasl-templates.org/services/roar/5764
O16,"Forced Crossing","Special Ops--the wargaming journal",German,0,Russian,3,https://vasl-templates.org/services/roar/5765
O17,"White Russians","Special Ops--the wargaming journal",German,0,American,0,https://vasl-templates.org/services/roar/6249
O18,"Purple Heart Hill","Special Ops--the wargaming journal",German,0,American,0,https://vasl-templates.org/services/roar/6250
S37,"Breaking the Panzers","Special Ops--the wargaming journal",German,5,British,0,https://vasl-templates.org/services/roar/4254
S38,"Raiders Along the Wall","Special Ops--the wargaming journal",German,3,American,8,https://vasl-templates.org/services/roar/4255
S39,"Use Your Tanks and Shove","Special Ops--the wargaming journal",German,5,American,4,https://vasl-templates.org/services/roar/4380
